Id,SalePrice
1461,123529.81327962334
1462,162164.9620167547
1463,191477.83887268617
1464,188972.91752751986
1465,183712.3084025834
1466,179687.11772590794
1467,166446.9708275798
1468,173480.960377981
1469,160307.86856515607
1470,126151.640235065
1471,211363.42464828628
1472,112395.42570230183
1473,115545.5936862765
1474,159515.13840039712
1475,111292.32450806248
1476,420654.428608734
1477,217621.84237708247
1478,276716.40623844485
1479,287403.7324776835
1480,458964.05281915126
1481,312663.51136294985
1482,200326.1337059749
1483,192069.85960425826
1484,185114.83528626664
1485,191381.39431828048
1486,215224.76086781733
1487,344451.4497937252
1488,241754.80545429958
1489,176820.03471545223
1490,227022.740043209
1491,193149.09919226973
1492,86133.59052734292
1493,171122.63340686387
1494,292937.1022476769
1495,279802.97130278434
1496,264668.9849316834
1497,196820.54180666743
1498,182624.4084269933
1499,181858.58696128725
1500,187977.7734779873
1501,196913.3813237817
1502,175075.6001463487
1503,263220.28166932333
1504,232117.21371050077
1505,225243.26117832502
1506,183890.15442128363
1507,235542.62262778616
1508,205284.2508339502
1509,168175.90097302935
1510,145493.63785473176
1511,139752.20224371064
1512,166396.8573283755
1513,140888.62231386677
1514,151051.1635004076
1515,175542.11897923594
1516,146755.1824020712
1517,150076.720897615
1518,142871.1708522603
1519,221059.3832300154
1520,140474.68956882044
1521,140181.42235878148
1522,170217.8769692875
1523,110762.54916463273
1524,113814.93050111254
1525,121877.63744846222
1526,104492.30978506035
1527,108627.96688004855
1528,114813.17510156984
1529,151886.96537834278
1530,185441.65679473768
1531,136841.57516749616
1532,107490.7186400184
1533,142990.5838521877
1534,128303.79983914018
1535,147637.0040357251
1536,113649.96136053682
1537,69281.97394784362
1538,146949.56112990546
1539,184247.75534598297
1540,122415.77224250308
1541,150109.02530314127
1542,137564.81644725022
1543,183433.59442399826
1544,87432.37232763646
1545,107630.69326147005
1546,140226.1014833278
1547,141369.80954767115
1548,120262.99495632008
1549,121941.79043628328
1550,135326.21603429806
1551,116574.05917651713
1552,156226.39939388764
1553,158997.78311484226
1554,118926.76831307117
1555,177277.73558136742
1556,107771.2788217679
1557,108751.88495409304
1558,113170.57703791608
1559,126759.03976246013
1560,161504.73244568505
1561,140937.74131618685
1562,140045.28865852987
1563,127141.38678500363
1564,161196.94503275576
1565,146519.9215118639
1566,274399.4739469921
1567,82506.67081276134
1568,281592.2782763
1569,156640.68914506052
1570,138816.42754264863
1571,129261.48681980181
1572,137412.34343245992
1573,240773.3505715043
1574,146684.53431653525
1575,232173.0912584871
1576,241012.42676586783
1577,182539.7747360487
1578,151204.13291686017
1579,150345.82735552965
1580,184713.98705466214
1581,172582.30460201562
1582,126522.32574044661
1583,305455.0634074536
1584,234529.9313842531
1585,148580.34583785778
1586,71375.46873251865
1587,110409.70409821127
1588,130429.9094970838
1589,102318.97793704903
1590,139081.9856458601
1591,99604.85605731222
1592,121293.45120978121
1593,117879.58419747879
1594,144013.67307544436
1595,132063.81434884586
1596,210252.59972434354
1597,186687.47437533902
1598,195492.57423790463
1599,172268.882546599
1600,161029.86151579936
1601,73830.8427469883
1602,104511.10355994309
1603,95168.5099733319
1604,272041.1386253623
1605,256567.4236466568
1606,160224.83695925327
1607,167220.41307427656
1608,220441.51144125118
1609,168793.75561117879
1610,158183.884829981
1611,150673.79185852554
1612,186861.9058331933
1613,170360.17430613976
1614,139667.25145949106
1615,104290.67820763038
1616,96479.36844900006
1617,106933.10059617585
1618,124682.9163820486
1619,143393.96352340505
1620,252776.97299343714
1621,138883.21108203047
1622,144084.51677957014
1623,256990.5408199506
1624,244224.0420654677
1625,108327.57030995096
1626,154545.28832565507
1627,191721.8443525312
1628,291334.95891228033
1629,186771.5604714231
1630,366675.64311613515
1631,196576.9544190005
1632,237035.57493355384
1633,180283.97541879432
1634,194051.3808473005
1635,178598.52709992687
1636,163991.05618454952
1637,202223.15041469512
1638,230909.87508267895
1639,189792.79075773945
1640,242722.41919389265
1641,164745.1449314283
1642,212956.46786135135
1643,213009.6025180203
1644,219957.59179571478
1645,228202.45271171562
1646,160940.1505735194
1647,146186.79747587413
1648,117220.05469264301
1649,143733.14775546873
1650,116322.02956807868
1651,121978.91475707559
1652,120928.97699190381
1653,114346.361474191
1654,144826.46559435764
1655,142005.67229518463
1656,138801.31805478872
1657,155754.64940106784
1658,179998.29918462152
1659,103875.09946339585
1660,159364.79986983025
1661,457145.74902692134
1662,411932.94592611224
1663,359356.6306130313
1664,469912.26648151816
1665,277387.6762516267
1666,330458.3420353901
1667,348615.3012224674
1668,310081.71590134717
1669,297107.59228965716
1670,309892.56390473945
1671,270497.22270592646
1672,401848.3918889544
1673,295647.7858758689
1674,241726.5686468611
1675,198741.43001061457
1676,203781.32268120346
1677,208857.37311131132
1678,572931.0073344198
1679,350543.41312129603
1680,276802.938493628
1681,208383.30084818107
1682,308469.30820996803
1683,193424.08509134993
1684,188439.53454069866
1685,189314.04484194645
1686,175069.84208129786
1687,178543.4496627211
1688,197330.55720750114
1689,193198.82584780923
1690,197308.5889229506
1691,185809.40709948563
1692,295170.10226782237
1693,178125.18860809508
1694,189493.83520039366
1695,169848.8101469031
1696,280845.13560603536
1697,163595.3797072176
1698,322071.15665537154
1699,324012.8309953399
1700,244222.8341324009
1701,291293.48923235305
1702,220458.59402715397
1703,243809.14632843333
1704,292013.2370399073
1705,232424.787476507
1706,390987.8833054152
1707,205509.3724324589
1708,195794.87344911526
1709,242463.1073333844
1710,210873.9676019219
1711,272629.93593181326
1712,236509.88533877186
1713,265259.15330103744
1714,207406.86867555638
1715,202277.8444993952
1716,183383.76223669894
1717,166839.13558919844
1718,145868.0821891078
1719,203368.776688629
1720,216569.1394973586
1721,177559.46792796507
1722,124450.23732974504
1723,164322.66764169082
1724,181963.48975060618
1725,238818.8073829163
1726,201650.77102212654
1727,164554.71184493904
1728,182639.0246401111
1729,171570.18131060357
1730,156195.95680662157
1731,124309.31719548134
1732,140832.18860400602
1733,113800.18919573708
1734,119833.12139118582
1735,136409.76015265626
1736,113414.9898847953
1737,331792.2717481109
1738,237554.52524793413
1739,338570.91591452184
1740,235784.6542451505
1741,216356.94986494767
1742,181473.21122724228
1743,177961.72728568982
1744,308916.47390220687
1745,201271.71854667252
1746,197068.23629002314
1747,226465.04679943944
1748,235010.94209882652
1749,170579.6945538596
1750,134766.60660044308
1751,309997.083523789
1752,113636.10939643264
1753,147327.10574810978
1754,199472.53381681457
1755,186159.46633507116
1756,130530.44089916782
1757,121529.2847437342
1758,153663.8760777219
1759,180949.73972973265
1760,164559.3296137082
1761,150572.19969536926
1762,172340.41369807406
1763,167156.8669823012
1764,126186.3181603531
1765,172155.2205220144
1766,177190.63441847375
1767,226654.86151924255
1768,142251.33932306996
1769,151319.48285466616
1770,152609.46710924603
1771,116788.32457846569
1772,143360.28166773124
1773,138114.54264690666
1774,190443.2760997171
1775,142099.93379741447
1776,136403.70151233254
1777,121325.50024524172
1778,139304.53394444945
1779,131747.90192677785
1780,155929.77858980626
1781,127017.3172141386
1782,107413.69971837735
1783,157625.74058360755
1784,100928.57564184886
1785,126682.83536680439
1786,169355.76526215914
1787,166761.0949516335
1788,76142.8759007301
1789,96651.02161144317
1790,99638.22455346458
1791,224309.7307923944
1792,158489.98599103442
1793,140897.95648475573
1794,137215.28940905878
1795,140878.63558589786
1796,139123.18874522063
1797,108351.06254628106
1798,117053.21785519738
1799,116490.59626376671
1800,136517.05321878797
1801,122826.01539182913
1802,122144.89646097747
1803,159997.37018176977
1804,142645.63731774816
1805,131873.85455014466
1806,123951.83035094295
1807,122219.99471513621
1808,122383.66846071846
1809,113374.69373401132
1810,145964.07712218314
1811,110162.8955533473
1812,114085.72784100671
1813,127949.6688804959
1814,102911.08653585918
1815,65800.41944109222
1816,108126.67865156528
1817,140830.43172093568
1818,169048.45369148543
1819,128343.40047609879
1820,87371.90034493699
1821,114727.85545842985
1822,150273.21235930815
1823,69418.92817667844
1824,122049.97513394161
1825,143709.12415964992
1826,110892.57409642263
1827,99272.40493997461
1828,135248.88560629945
1829,122574.55297918273
1830,154017.33962079068
1831,151927.5917997209
1832,121968.09241070789
1833,142890.9558316802
1834,143516.2463674877
1835,142065.45493360146
1836,127221.89654961419
1837,93325.05190503817
1838,126864.00893474325
1839,99439.42044327766
1840,161161.96702865566
1841,142193.1106455594
1842,97125.31256267952
1843,129057.70792732386
1844,142125.9853257606
1845,149296.57315341817
1846,146861.81333810595
1847,183506.62119571964
1848,72635.64103171253
1849,137354.8152210641
1850,125636.34345192673
1851,158266.52190314684
1852,115565.86237636018
1853,143089.6449595893
1854,160547.73318634447
1855,162463.52054511372
1856,229254.07194440896
1857,174190.80431121736
1858,139960.74022160828
1859,128577.9238509044
1860,157395.56813708355
1861,114613.93711542213
1862,425108.7926608997
1863,437091.41182896233
1864,432670.9956680421
1865,334798.8983305949
1866,337077.13779380696
1867,224292.75899518555
1868,310536.1184071285
1869,218680.0725041442
1870,232773.57887068822
1871,258037.32778556296
1872,186488.8037522883
1873,237700.13052776665
1874,139590.98559937664
1875,202675.1275371165
1876,201513.36760854948
1877,216140.42747259286
1878,219648.85269078217
1879,131874.68159559547
1880,132557.22084775756
1881,254891.47721495733
1882,271038.30712343025
1883,197990.41445849714
1884,203278.2872655162
1885,250546.54189690365
1886,282697.83720712824
1887,219310.38395548402
1888,296749.3879616337
1889,183366.16955960196
1890,137436.79079804086
1891,131042.33987780329
1892,110500.74101143943
1893,122600.01684715519
1894,137118.85812578932
1895,142358.71491139985
1896,128843.99418962396
1897,122674.22107242874
1898,129545.67225801786
1899,158499.50728221456
1900,134729.98871508247
1901,163383.88173490032
1902,160598.36109818434
1903,230458.8534584199
1904,124276.35641628028
1905,182065.1260173557
1906,130113.02285433898
1907,269369.17436457693
1908,112624.67103724866
1909,124354.77565546705
1910,129092.18790893017
1911,196224.0811259274
1912,292254.1562486839
1913,170732.14830792748
1914,68093.45638852289
1915,347223.22831045854
1916,69685.96155170766
1917,256094.84424796424
1918,134902.22752510375
1919,158660.18152115337
1920,136305.3772743015
1921,378756.1864620976
1922,284416.90949244343
1923,223133.92895889163
1924,258121.61869014084
1925,212916.6573601413
1926,356574.9116135343
1927,138506.82393875104
1928,151815.3815162366
1929,127714.07635701098
1930,137234.97128196794
1931,134291.80107942075
1932,142630.66928506337
1933,181197.58283237676
1934,185982.776810693
1935,177888.39242940006
1936,198578.54934597723
1937,186442.25172778315
1938,183675.77045675155
1939,245715.36766060125
1940,197607.69593730138
1941,178798.98059226404
1942,182267.84028784253
1943,186976.5717265639
1944,324786.4774631896
1945,356952.4248373366
1946,158838.1001822555
1947,279794.5601071469
1948,200266.99510201532
1949,226393.0039141453
1950,161500.2825257287
1951,299407.42461636936
1952,234743.6291336661
1953,188078.47428818437
1954,189531.44818628184
1955,145066.4204167381
1956,319067.2220871529
1957,156113.09221468342
1958,327043.6919762785
1959,173272.30301286475
1960,108665.16025102235
1961,113979.00498992497
1962,110154.29808992115
1963,117739.63957774657
1964,137970.72154461785
1965,150540.19659006534
1966,126733.13457918032
1967,283130.7253069245
1968,454790.75618591055
1969,356301.51653659565
1970,454424.8127599221
1971,409363.4438461931
1972,332886.80417324655
1973,284498.3086712611
1974,326322.59848254145
1975,460086.4328352603
1976,284889.5066989904
1977,389481.30693369266
1978,350679.6379551587
1979,285239.45486882
1980,202467.02701299236
1981,326844.54312574334
1982,230776.71818182434
1983,193516.8054019323
1984,184428.13381923854
1985,265065.68281522125
1986,217633.60915364817
1987,180527.5564281173
1988,181790.37386076723
1989,195893.3910591659
1990,225970.1966124859
1991,231578.3224105958
1992,227507.69490088805
1993,177792.77741253006
1994,238008.29360325236
1995,184279.64912223892
1996,273230.3383312341
1997,335359.6424679384
1998,323776.27931016166
1999,265114.2843379323
2000,313194.4513913653
2001,294913.18361263204
2002,265689.4281938887
2003,258785.4340582668
2004,273972.3081074101
2005,205541.83439359468
2006,209102.832911441
2007,242133.9419986959
2008,230092.75810829664
2009,199907.2805999925
2010,202656.65399467942
2011,148445.01518984867
2012,167873.1190788536
2013,193021.9195898403
2014,185800.77923480494
2015,219653.15522082744
2016,200445.3585072423
2017,194568.01464749078
2018,125479.2359525337
2019,132688.4372375322
2020,105461.69902418877
2021,108163.96321061355
2022,172524.300329236
2023,134009.75179190878
2024,328105.22423328715
2025,322570.07188730803
2026,176070.6882416984
2027,182102.9277712967
2028,153209.2693161307
2029,171204.9544505937
2030,241573.29799990793
2031,218412.20472467836
2032,207163.04570407275
2033,232403.9685858687
2034,179047.3111815481
2035,206271.63517303442
2036,195588.17393494197
